[ Date      , Closing Price      , Open      , Daily High      , Daily Low      
         8/13/2009        ,70.52,70.71,72.22,70.03
         8/12/2009        ,70.16,69.54,71.13,68.84
         8/11/2009        ,69.45,70.93,71.25,68.71
         8/10/2009        ,70.6,70.38,71.57,70.08
         8/7/2009        ,70.93,71.8,72.88,70.36
         8/6/2009        ,71.94,71.58,72.42,70.18
         8/5/2009        ,71.97,71.74,72.11,69.72
         8/4/2009        ,71.42,71.16,72,70.15
         8/3/2009        ,71.58,69.46,72.19,69.17
         7/31/2009        ,69.45,66.53,69.73,64.98
         7/30/2009        ,66.94,62.97,67.29,62.89
         7/29/2009        ,63.35,66.63,66.99,62.69
         7/28/2009        ,67.23,68.01,68.85,66.47
         7/27/2009        ,68.38,68.08,68.96,67.6
         7/24/2009        ,68.05,66.55,68.22,66.47
         7/23/2009        ,67.16,65.07,67.48,64.38
         7/22/2009        ,65.4,64.89,65.76,63.76
